Max Limit;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Precision 0;Precision 1;Precision 2;Precision 3;Precision 4;Precision 5;Recall 0;Recall 1;Recall 2;Recall 3;Recall 4;Recall 5;F-Measure 0;F-Measure 1;F-Measure 2;F-Measure 3;F-Measure 4;F-Measure 5
9;8336.159790992737;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
10;19.81185293197632;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
11;19.539490938186646;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
12;19.60796594619751;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
13;2716.7637429237366;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
14;22.638361930847168;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
15;23.192646980285645;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
16;21.361525058746338;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
17;22.93686604499817;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
18;21.874387979507446;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
19;19.692842960357666;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
20;19.513904809951782;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
21;19.64847707748413;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
22;22.987686157226562;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
23;21.58754587173462;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
24;20.643754959106445;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
25;21.660732984542847;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
26;22.760293006896973;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
27;22.680819988250732;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
28;22.16032099723816;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
29;21.60832905769348;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
30;22.462710857391357;4629;5000;0.9411458333333449;0.7572916666666756;0.7824171209098473;0.5208468351695831;0.0064808813998703824;0.0038885288399222295;0.013177792179736443;0.016634262259667316;0.43897170015122056;0.7668161434977578;0.004484304932735426;0.008968609865470852;0.008968609865470852;0.0;0.21076233183856502;0.6203389677493131;0.005300821627352239;0.0054249547920434005;0.010673198897686016;0.0;0.2847894510055927
